,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
1,18,SDG,Melvin Ingram\IngrMe00,DE,23,2018,0,1,5,33,33,87,0,0,0,0,0,1,0,0,0,0,0,205,1,40.5,South Carolina,College Stats
1,19,CHI,Shea McClellin\McClSh00,DE,23,2016,0,0,3,17,13,66,0,0,0,0,0,0,0,0,0,0,0,114,,8.5,Boise St.,College Stats
1,20,TEN,Kendall Wright\WrigKe01,WR,22,2017,0,0,3,28,24,82,0,0,0,0,0,11,90,0,339,3858,19,4,,,Baylor,College Stats
1,21,NWE,Chandler Jones\JoneCh03,DE,22,2018,1,2,7,51,29,97,0,0,0,0,0,0,0,0,0,0,0,248,1,74.5,Syracuse,College Stats
1,22,CLE,Brandon Weeden\WeedBr00,QB,28,2018,0,0,1,14,11,35,559,965,6462,31,30,62,200,1,0,-9,0,,,,Oklahoma St.,College Stats
1,23,DET,Riley Reiff\ReifRi00,T,23,2018,0,0,6,40,31,99,0,0,0,0,0,0,0,0,0,0,0,2,,,Iowa,College Stats
1,24,PIT,David DeCastro\DeCaDa00,G,22,2018,2,3,6,50,50,90,0,0,0,0,0,0,0,0,0,0,0,2,,,Stanford,College Stats
1,25,NWE,Dont'a Hightower\HighDo01,LB,22,2018,0,1,6,41,41,81,0,0,0,0,0,0,0,0,0,0,0,281,1,19.0,Alabama,College Stats
1,26,HOU,Whitney Mercilus\MercWh00,DE,22,2018,0,0,5,37,37,93,0,0,0,0,0,0,0,0,0,0,0,168,,40.5,Illinois,College Stats
1,27,CIN,Kevin Zeitler\ZeitKe00,G,22,2018,0,0,7,34,28,98,0,0,0,0,0,0,0,0,1,-4,0,1,,,Wisconsin,College Stats
1,28,GNB,Nick Perry\PerrNi00,DE,22,2018,0,0,1,19,19,81,0,0,0,0,0,0,0,0,0,0,0,149,1,32.0,USC,College Stats
1,29,MIN,Harrison Smith\SmitHa00,DB,23,2018,1,3,6,41,41,93,0,0,0,0,0,0,0,0,0,0,0,410,20,12.0,Notre Dame,College Stats
1,30,SFO,A.J. Jenkins\JenkA.00,WR,22,2014,0,0,0,2,0,28,0,0,0,0,0,4,4,0,17,223,0,,,,Illinois,College Stats
1,31,TAM,Doug Martin\MartDo00,RB,23,2018,1,2,5,35,35,78,0,0,0,0,0,1226,4966,26,141,1170,2,1,,,Boise St.,College Stats
1,32,NYG,David Wilson\WilsDa01,RB,21,2014,0,0,0,5,5,21,0,0,0,0,0,115,504,5,6,42,1,1,,,Virginia Tech,College Stats
2,33,STL,Brian Quick\QuicBr00,WR,23,2018,0,0,0,11,10,84,0,0,0,0,0,0,0,0,114,1593,10,2,,,Appalachian St.,
2,34,IND,Coby Fleener\FleeCo00,TE,23,2017,0,0,5,25,17,87,0,0,0,0,0,1,2,1,255,3080,22,5,1,,Stanford,College Stats
2,35,BAL,Courtney Upshaw\UpshCo00,LB,22,2017,0,0,4,25,21,90,0,0,0,0,0,0,0,0,0,0,0,129,,7.0,Alabama,College Stats
2,36,DEN,Derek Wolfe\WolfDe00,DT,22,2018,0,0,7,36,36,90,0,0,0,0,0,0,0,0,0,0,0,176,1,26.0,Cincinnati,College Stats
2,37,CLE,Mitchell Schwartz\SchwMi00,T,23,2018,0,0,7,43,20,107,0,0,0,0,0,0,0,0,0,0,0,,,,California,
2,38,JAX,Andre Branch\BranAn00,LB,23,2018,0,0,2,19,9,89,0,0,0,0,0,0,0,0,0,0,0,117,,25.0,Clemson,College Stats
2,39,STL,Janoris Jenkins\JenkJa03,DB,23,2018,0,1,7,39,24,94,0,0,0,0,0,0,0,0,0,0,0,340,18,2.0,North Alabama,College Stats
2,40,CAR,Amini Silatolu\SilaAm00,G,23,2018,0,0,1,15,15,53,0,0,0,0,0,0,0,0,0,0,0,,,,Midwestern St.,
2,41,BUF,Cordy Glenn\GlenCo00,G,22,2018,0,0,6,34,34,88,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia,College Stats
2,42,MIA,Jonathan Martin\MartJo01,T,22,2014,0,0,2,14,10,38,0,0,0,0,0,0,0,0,0,0,0,1,,,Stanford,
2,43,NYJ,Stephen Hill\HillSt00,WR,21,2014,0,0,2,4,4,23,0,0,0,0,0,0,0,0,45,594,4,1,,,Georgia Tech,College Stats
2,44,KAN,Jeff Allen\AlleJe01,T,22,2018,0,0,4,23,13,75,0,0,0,0,0,0,0,0,0,0,0,1,,,Illinois,College Stats
2,45,CHI,Alshon Jeffery\JeffAl00,WR,22,2018,0,1,6,42,35,86,0,0,0,0,0,22,138,0,398,5760,39,5,,,South Carolina,College Stats
2,46,PHI,Mychal Kendricks\KendMy00,LB,21,2018,0,0,6,32,32,88,0,0,0,0,0,0,0,0,0,0,0,351,3,16.0,California,College Stats
2,47,SEA,Bobby Wagner\WagnBo00,LB,22,2018,3,4,7,73,73,97,0,0,0,0,0,0,0,0,0,0,0,553,8,15.5,Utah St.,College Stats
2,48,NWE,Tavon Wilson\WilsTa00,DB,22,2018,0,0,2,13,5,88,0,0,0,0,0,1,7,0,0,0,0,194,8,3.0,Illinois,College Stats
2,49,SDG,Kendall Reyes\ReyeKe00,DT,22,2016,0,0,3,22,22,76,0,0,0,0,0,0,0,0,0,0,0,98,1,14.5,Connecticut,College Stats
2,50,STL,Isaiah Pead\PeadIs00,RB,22,2016,0,0,0,1,1,30,0,0,0,0,0,27,100,0,15,100,0,2,,,Cincinnati,College Stats
2,51,GNB,Jerel Worthy\WortJe00,DT,22,2018,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,19,,2.5,Michigan St.,College Stats
2,52,TEN,Zach Brown\BrowZa00,LB,22,2018,0,1,5,33,16,88,0,0,0,0,0,0,0,0,0,0,0,420,7,16.5,North Carolina,College Stats
2,53,CIN,Devon Still\StilDe00,DT,23,2016,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,21,,0.5,Penn St.,College Stats
2,54,DET,Ryan Broyles\BroyRy00,WR,24,2014,0,0,0,3,3,21,0,0,0,0,0,0,0,0,32,420,2,,,,Oklahoma,College Stats
2,55,ATL,Peter Konz\KonzPe00,C,23,2014,0,0,2,16,16,39,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,
2,56,PIT,Mike Adams\AdamMi02,T,22,2016,0,0,0,11,11,53,0,0,0,0,0,0,0,0,0,0,0,2,,,Ohio St.,
2,57,DEN,Brock Osweiler\OsweBr00,QB,21,2018,0,0,2,12,7,48,697,1165,7418,37,31,92,266,4,1,-14,0,,,,Arizona St.,College Stats
2,58,TAM,Lavonte David\DaviLa00,LB,22,2018,1,1,7,52,52,100,0,0,0,0,0,0,0,0,0,0,0,603,10,18.5,Nebraska,College Stats
2,59,PHI,Vinny Curry\CurrVi00,DE,24,2018,0,0,2,15,15,90,0,0,0,0,0,0,0,0,0,0,0,102,,23.5,Marshall,College Stats
2,60,BAL,Kelechi Osemele\OsemKe00,T,23,2018,1,2,6,40,19,89,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa St.,
2,61,SFO,LaMichael James\JameLa00,RB,22,2015,0,0,0,2,2,18,0,0,0,0,0,44,193,0,5,45,0,,,,Oregon,College Stats
2,62,GNB,Casey Hayward\HaywCa00,DB,22,2018,0,2,3,33,9,93,0,0,0,0,0,0,0,0,0,0,0,244,20,,Vanderbilt,College Stats
2,63,NYG,Rueben Randle\RandRu00,WR,21,2015,0,0,2,21,21,64,0,0,0,0,0,0,0,0,188,2644,20,3,,,LSU,College Stats
3,64,IND,Dwayne Allen\AlleDw00,TE,22,2018,0,0,5,12,11,83,0,0,0,0,0,4,6,0,139,1564,20,2,,,Clemson,College Stats
3,65,STL,Trumaine Johnson\JohnTr05,DB,22,2018,0,0,5,27,27,90,0,0,0,0,0,0,0,0,0,0,0,295,19,,Montana,
3,66,MIN,Josh Robinson\RobiJo01,DB,21,2018,0,0,1,10,9,80,0,0,0,0,0,0,0,0,0,0,0,137,5,,Central Florida,College Stats
3,67,DEN,Ronnie Hillman\HillRo00,RB,20,2016,0,0,1,17,15,56,0,0,0,0,0,494,1976,12,74,524,1,1,,,San Diego St.,College Stats
3,68,HOU,DeVier Posey\PoseDe00,WR,22,2014,0,0,0,2,2,26,0,0,0,0,0,1,-3,0,22,272,0,,,,Ohio St.,College Stats
3,69,BUF,T.J. Graham\GrahT.00,WR,23,2015,0,0,1,7,6,47,0,0,0,0,0,5,19,0,61,794,4,11,,,North Carolina St.,College Stats
3,70,JAX,Bryan Anger\AngeBr00,P,23,2018,0,0,7,13,11,106,1,2,19,0,0,1,0,0,0,0,0,2,,,California,College Stats
3,71,WAS,Josh LeRibeus\LeRiJo00,G,23,2018,0,0,1,10,8,50,0,0,0,0,0,0,0,0,0,0,0,,,,SMU,
3,72,MIA,Olivier Vernon\VernOl00,LB,21,2018,0,0,6,41,21,97,0,0,0,0,0,0,0,0,0,0,0,212,1,45.0,Miami (FL),College Stats
3,73,SDG,Brandon Taylor\TaylBr02,DB,22,2012,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,,0.5,LSU,College Stats
3,74,KAN,Donald Stephenson\StepDo00,T,23,2017,0,0,1,18,12,80,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
3,75,SEA,Russell Wilson\WilsRu00,QB,23,2018,0,4,7,88,88,106,1999,3112,24368,184,61,616,3502,16,4,20,1,5,,,Wisconsin,College Stats
3,76,HOU,Brandon Brooks\BrooBr00,G,23,2018,0,1,6,30,15,90,0,0,0,0,0,0,0,0,0,0,0,1,,,Miami (OH),College Stats
3,77,NYJ,Demario Davis\DaviDe00,LB,23,2018,0,0,6,40,35,106,0,0,0,0,0,0,0,0,0,0,0,425,1,15.5,Arkansas St.,College Stats
3,78,MIA,Michael Egnew\EgneMi00,TE,22,2013,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,69,0,,,,Missouri,College Stats
3,79,CHI,Brandon Hardin\HardBr01,DB,22,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.,College Stats
3,80,ARI,Jamell Fleming\FlemJa00,DB,23,2015,0,0,0,5,2,46,0,0,0,0,0,0,0,0,0,0,0,56,,,Oklahoma,College Stats
3,81,DAL,Tyrone Crawford\CrawTy00,DE,22,2018,0,0,5,26,26,87,0,0,0,0,0,0,0,0,0,0,0,111,,20.5,Boise St.,College Stats
3,82,TEN,Mike Martin\MartMi01,DT,22,2015,0,0,0,6,6,46,0,0,0,0,0,0,0,0,0,0,0,41,,4.0,Michigan,College Stats
3,83,CIN,Mohamed Sanu\SanuMo00,WR,23,2018,0,0,5,30,17,97,6,6,228,3,0,33,167,2,316,3621,23,5,,,Rutgers,College Stats
3,84,BAL,Bernard Pierce\PierBe00,RB,21,2015,0,0,0,10,10,52,0,0,0,0,0,359,1345,5,32,171,0,2,,,Temple,College Stats
3,85,DET,Bill Bentley\BentBi00,DB,23,2015,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,34,,,,
3,86,PIT,Sean Spence\SpenSe00,LB,22,2017,0,0,1,12,8,53,0,0,0,0,0,0,0,0,0,0,0,108,,6.0,Miami (FL),College Stats
3,87,CLE,John Hughes\HughJo00,DT,24,2017,0,0,0,9,8,66,0,0,0,0,0,0,0,0,0,0,0,61,,5.5,Cincinnati,College Stats
3,88,PHI,Nick Foles\FoleNi00,QB,23,2018,0,1,3,24,21,51,887,1468,10203,62,30,120,357,5,1,10,0,2,,,Arizona,College Stats
3,89,NOR,Akiem Hicks\HickAk00,DE,22,2018,0,0,5,33,14,103,0,0,0,0,0,0,0,0,0,0,0,178,,29.0,,
3,90,NWE,Jake Bequette\BequJa00,DE,23,2014,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
3,91,ATL,Lamar Holmes\HolmLa00,T,23,2014,0,0,1,10,10,21,0,0,0,0,0,0,0,0,0,0,0,3,,,Southern Miss,College Stats
3,92,IND,T.Y. Hilton\HiltT.00,WR,22,2018,0,4,6,54,54,102,0,1,0,0,0,9,55,0,469,7412,40,4,,,Florida International,College Stats
3,93,CIN,Brandon Thompson\ThomBr01,DT,22,2015,0,0,0,7,7,39,0,0,0,0,0,0,0,0,0,0,0,34,,3.0,Clemson,College Stats
3,94,NYG,Jayron Hosley\HoslJa00,DB,21,2015,0,0,0,7,7,43,0,0,0,0,0,0,0,0,0,0,0,62,2,,Virginia Tech,College Stats
3,95,OAK,Tony Bergstrom\BergTo00,T,26,2018,0,0,0,6,3,63,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
4,96,STL,Chris Givens\GiveCh00,WR,22,2015,0,0,2,12,11,60,0,0,0,0,0,11,42,0,107,1779,5,2,,,Wake Forest,College Stats
4,97,MIA,Lamar Miller\MillLa01,RB,21,2018,0,0,6,35,23,100,0,0,0,0,0,1289,5502,29,200,1529,8,3,,,Miami (FL),College Stats
4,98,BAL,Gino Gradkowski\GradGi00,G,23,2018,0,0,1,10,8,55,0,0,0,0,0,0,0,0,0,0,0,3,,,Delaware,
4,99,HOU,Ben Jones\JoneBe01,C,23,2018,0,0,6,30,16,106,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia,College Stats
4,100,CLE,Travis Benjamin\BenjTr00,WR,22,2018,0,0,2,24,13,90,0,1,0,0,0,32,242,0,193,2943,18,3,,,Miami (FL),College Stats
4,101,DEN,Omar Bolden\BoldOm00,DB,23,2015,0,0,0,5,5,56,0,0,0,0,0,0,0,0,0,0,0,34,,,Arizona St.,College Stats
4,102,WAS,Kirk Cousins\CousKi00,QB,24,2018,0,1,4,41,41,72,1661,2505,19153,118,62,151,465,14,1,-1,0,,,,Michigan St.,College Stats
4,103,CAR,Frank Alexander\AlexFr00,DE,22,2014,0,0,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,20,,3.5,Oklahoma,College Stats
4,104,CAR,Joe Adams\AdamJo01,WR,22,2012,0,0,0,0,0,9,0,0,0,0,0,3,13,0,1,7,0,,,,Arkansas,College Stats
4,105,BUF,Nigel Bradham\BradNi00,LB,23,2018,0,0,6,33,17,97,0,0,0,0,0,0,0,0,0,0,0,336,2,8.5,Florida St.,College Stats
4,106,SEA,Robert Turbin\TurbRo00,RB,22,2018,0,0,0,16,11,81,0,0,0,0,0,355,1354,9,86,688,3,4,,,Utah St.,College Stats
4,107,KAN,Devon Wylie\WyliDe00,WR,24,2014,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,53,0,,,,Fresno St.,College Stats
4,108,DEN,Philip Blake\BlakPh00,OL,26,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,College Stats
4,109,PIT,Alameda Ta'amu\Ta'aAl00,DT,22,2014,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,5,,,Washington,College Stats
4,110,SDG,Ladarius Green\GreeLa00,TE,22,2016,0,0,2,11,9,53,0,0,0,0,0,0,0,0,95,1391,8,14,,,,
4,111,CHI,Evan Rodriguez\RodrEv00,TE,23,2014,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,21,0,2,,,Temple,College Stats
4,112,ARI,Bobby Massie\MassBo00,T,23,2018,0,0,6,32,20,94,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi,College Stats
4,113,DAL,Kyle Wilber\WilbKy00,LB,23,2018,0,0,0,12,12,99,0,0,0,0,0,0,0,0,0,0,0,73,,3.5,Wake Forest,College Stats
4,114,SEA,Jaye Howard\HowaJa00,DT,23,2016,0,0,2,17,0,45,0,0,0,0,0,0,0,0,0,0,0,87,,7.5,Florida,College Stats
4,115,TEN,Coty Sensabaugh\SensCo00,DB,23,2018,0,0,2,15,12,95,0,0,0,0,0,0,0,0,0,0,0,186,3,1.0,Clemson,College Stats
4,116,CIN,Orson Charles\CharOr00,TE,21,2018,0,0,0,2,1,46,0,0,0,0,0,0,0,0,13,176,0,6,,,Georgia,College Stats
4,117,SFO,Joe Looney\LoonJo01,G,22,2018,0,0,1,8,3,69,0,0,0,0,0,0,0,0,0,0,0,,,,Wake Forest,College Stats
4,118,MIN,Jarius Wright\WrigJa02,WR,22,2018,0,0,0,18,18,89,0,0,0,0,0,9,145,0,177,2271,11,2,,,Arkansas,College Stats
4,119,WAS,Keenan Robinson\RobiKe01,LB,23,2017,0,0,1,18,13,58,0,0,0,0,0,0,0,0,0,0,0,181,2,1.5,Texas,College Stats
4,120,CLE,James-Michael Johnson\JohnJa04,LB,23,2015,0,0,2,11,4,47,0,0,0,0,0,0,0,0,0,0,0,77,,1.0,Nevada,
4,121,HOU,Keshawn Martin\MartKe01,WR,22,2016,0,0,1,7,4,58,0,0,0,0,0,5,59,0,62,685,5,1,,,Michigan St.,College Stats
4,122,NOR,Nick Toon\ToonNi00,WR,23,2015,0,0,0,3,3,17,0,0,0,0,0,1,4,0,21,283,1,3,,,Wisconsin,College Stats
4,123,PHI,Brandon Boykin\BoykBr00,DB,22,2015,0,0,0,9,7,64,0,0,0,0,0,0,0,0,0,0,0,118,8,2.0,Georgia,College Stats
4,124,BUF,Ron Brooks\BrooRo01,DB,23,2016,0,0,0,6,4,52,0,0,0,0,0,0,0,0,0,0,0,66,,,LSU,College Stats
4,125,DET,Ronnell Lewis\LewiRo02,LB,21,2012,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
4,126,HOU,Jared Crick\CricJa00,DE,23,2016,0,0,3,27,20,79,0,0,0,0,0,0,0,0,0,0,0,113,,8.5,Nebraska,College Stats
4,127,NYG,Adrien Robinson\RobiAd00,TE,23,2014,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,50,1,2,,,Cincinnati,College Stats
4,128,MIN,Rhett Ellison\ElliRh00,RB,23,2018,0,0,4,6,4,98,0,0,0,0,0,1,1,1,90,885,6,3,,,USC,College Stats
4,129,OAK,Miles Burris\BurrMi00,LB,24,2014,0,0,2,14,14,38,0,0,0,0,0,0,0,0,0,0,0,142,1,1.5,San Diego St.,College Stats
4,130,BAL,Christian Thompson\ThomCh01,DB,22,2012,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina St.,
4,131,NYG,Brandon Mosley\MoslBr00,T,23,2014,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,1,,,Auburn,College Stats
4,132,GNB,Mike Daniels\DaniMi00,DT,23,2018,0,1,5,33,33,102,0,0,0,0,0,0,0,0,0,0,0,158,1,29.0,Iowa,College Stats
4,133,GNB,Jerron McMillian\McMiJe00,DB,23,2013,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,29,1,,Maine,
4,134,MIN,Greg Childs\ChilGr00,WR,22,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
4,135,DAL,Matt Johnson\JohnMa05,DB,23,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,East. Washington,
5,136,IND,Josh Chapman\ChapJo00,NT,23,2014,0,0,1,8,8,29,0,0,0,0,0,0,0,0,0,0,0,29,,,Alabama,College Stats
5,137,DEN,Malik Jackson\JackMa02,DT,22,2018,0,1,4,34,15,104,0,0,0,0,0,0,0,0,0,0,0,183,,30.0,Tennessee,College Stats
5,138,DET,Tahir Whitehead\WhitTa00,LB,22,2018,0,0,5,27,27,103,0,0,0,0,0,0,0,0,0,0,0,343,4,3.0,Temple,College Stats
5,139,MIN,Robert Blanton\BlanRo00,DB,23,2017,0,0,1,9,9,72,0,0,0,0,0,0,0,0,0,0,0,154,1,,Notre Dame,College Stats
5,140,TAM,Najee Goode\GoodNa00,LB,23,2018,0,0,0,7,0,74,0,0,0,0,0,0,0,0,0,0,0,37,1,1.0,West Virginia,College Stats
5,141,WAS,Adam Gettis\GettAd00,G,23,2016,0,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,
5,142,JAX,Brandon Marshall\MarsBr01,LB,22,2018,0,0,5,27,0,71,0,0,0,0,0,0,0,0,0,0,0,305,2,6.5,Nevada,
5,143,CAR,Josh Norman\NormJo01,DB,24,2018,1,1,6,32,23,93,0,0,0,0,0,0,0,0,0,0,0,264,12,,Coastal Carolina,
5,144,BUF,Zebrie Sanders\SandZe00,OL,22,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
5,145,TEN,Taylor Thompson\ThomTa00,TE,22,2014,0,0,0,0,0,35,0,0,0,0,0,0,0,0,11,83,1,7,,,SMU,College Stats
5,146,KAN,DeQuan Menzie\MenzDe00,DB,22,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
5,147,BUF,Tank Carder\CardTa00,LB,23,2016,0,0,0,5,,78,0,0,0,0,0,0,0,0,0,0,0,22,,,TCU,College Stats
5,148,DET,Chris Greenwood\GreeCh01,DB,23,2014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,,,Albion,
5,149,SDG,Johnnie Troutman\TrouJo00,G,24,2014,0,0,2,14,14,29,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats
5,150,STL,Rokevious Watkins\WatkRo00,G,23,2013,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,
5,151,ARI,Senio Kelemete\KeleSe00,G,22,2018,0,0,1,16,0,67,0,0,0,0,0,0,0,0,1,10,0,,,,Washington,College Stats
5,152,DAL,Danny Coale\CoalDa00,WR,24,2012,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,College Stats
5,153,PHI,Dennis Kelly\KellDe00,T,22,2018,0,0,0,12,8,67,0,0,0,0,0,0,0,0,0,0,0,,,,Purdue,College Stats
5,154,SEA,Korey Toomer\ToomKo00,LB,23,2018,0,0,1,11,,52,0,0,0,0,0,0,0,0,0,0,0,81,1,2.0,Idaho,College Stats
5,155,MIA,Josh Kaddu\KaddJo00,LB,22,2014,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon,College Stats
5,156,CIN,Shaun Prater\PratSh00,DB,22,2015,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,7,1,,Iowa,College Stats
5,157,ATL,Bradie Ewing\EwinBr00,RB,22,2014,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,29,0,,,,Wisconsin,College Stats
5,158,OAK,Jack Crawford\CrawJa00,DE,24,2018,0,0,2,10,1,71,0,0,0,0,0,0,0,0,0,0,0,59,,13.5,Penn St.,College Stats
5,159,PIT,Chris Rainey\RainCh00,RB,24,2013,0,0,0,1,1,18,0,0,0,0,0,26,102,2,14,60,0,,,,Florida,College Stats
5,160,CLE,Ryan Miller\MillRy00,G,23,2014,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,College Stats
5,161,HOU,Randy Bullock\BullRa00,K,22,2018,0,0,5,8,4,73,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas A&M,College Stats
5,162,NOR,Corey White\WhitCo01,DB,22,2016,0,0,0,12,9,66,0,0,0,0,0,0,0,0,0,0,0,133,6,1.0,Samford,
5,163,GNB,Terrell Manning\MannTe00,LB,22,2014,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats
5,164,ATL,Jonathan Massaquoi\MassJo00,DE,24,2014,0,0,0,6,6,39,0,0,0,0,0,0,0,0,0,0,0,45,,6.0,Troy,College Stats
5,165,SFO,Darius Fleming\FlemDa00,LB,23,2015,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,3,,,Notre Dame,College Stats
5,166,CIN,Marvin Jones\JoneMa02,WR,22,2018,0,0,4,32,16,83,0,0,0,0,0,17,148,0,285,4268,33,5,,,California,College Stats
5,167,CIN,George Iloka\IlokGe00,DB,22,2018,0,0,5,27,27,93,0,0,0,0,0,0,0,0,0,0,0,244,9,,Boise St.,College Stats
5,168,OAK,Juron Criner\CrinJu00,WR,22,2014,0,0,0,1,1,13,0,0,0,0,0,0,0,0,19,183,1,,,,Arizona,College Stats
5,169,BAL,Asa Jackson\JackAs00,DB,22,2017,0,0,0,3,2,26,0,0,0,0,0,0,0,0,0,0,0,27,,,,
5,170,IND,Vick Ballard\BallVi00,RB,22,2014,0,0,1,5,5,17,0,0,0,0,0,224,877,2,18,147,1,,,,Mississippi St.,College Stats
6,171,STL,Greg Zuerlein\ZuerGr00,K,24,2018,1,1,7,18,18,98,0,0,0,0,0,0,0,0,0,0,0,3,,,,
