,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
5,159,HOU,K.J. Dillon\DillK.00,S,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,West Virginia,College Stats
5,160,MIN,Kentrell Brothers\BrotKe00,OLB,23,2018,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,3,,,Missouri,College Stats
5,161,CIN,Christian Westerman\WestCh02,G,23,2018,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,College Stats
5,162,KAN,Kevin Hogan\HogaKe00,QB,23,2017,0,0,0,2,,8,60,101,621,4,7,18,176,1,0,0,0,,,,Stanford,College Stats
5,163,GNB,Trevor Davis\DaviTr03,WR,23,2018,0,0,0,1,1,28,0,0,0,0,0,2,13,0,8,94,1,1,,,California,College Stats
5,164,PHI,Halapoulivaati Vaitai\VaitHa00,T,23,2018,0,0,1,8,8,33,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats
5,165,KAN,Tyreek Hill\HillTy00,WR,22,2018,1,2,2,23,23,42,0,1,0,0,1,54,407,3,201,2882,24,,,,West Alabama,
5,166,HOU,D.J. Reader\ReadD.00,NT,22,2018,0,0,2,10,10,40,0,0,0,0,0,0,0,0,0,0,0,47,,4.0,Clemson,College Stats
5,167,ARI,Marqui Christian\ChriMa00,S,21,2018,0,0,0,2,,34,0,0,0,0,0,0,0,0,0,0,0,26,,,Midwestern St.,
5,168,CLE,Spencer Drango\DranSp00,G,23,2017,0,0,2,9,9,32,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,College Stats
5,169,DET,Antwione Williams\WillAn01,LB,23,2016,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,12,,,Georgia Southern,College Stats
5,170,ARI,Cole Toner\ToneCo00,T,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Harvard,
5,171,SEA,Alex Collins\CollAl00,RB,22,2018,0,0,2,11,2,36,0,0,0,0,0,357,1509,14,49,376,1,,,,Arkansas,College Stats
5,172,CLE,Rashard Higgins\HiggRa00,WR,21,2018,0,0,0,2,2,38,0,0,0,0,0,1,4,0,53,680,4,,,,Colorado St.,College Stats
5,173,CLE,Trey Caldwell\CaldTr00,DB,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,La-Monroe,College Stats
5,174,SFO,Fahn Cooper\CoopFa00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats
5,175,SDG,Jatavis Brown\BrowJa05,OLB,22,2018,0,0,0,8,8,37,0,0,0,0,0,0,0,0,0,0,0,155,,4.5,Akron,College Stats
6,176,DEN,Andy Janovich\JanoAn00,FB,23,2018,0,0,0,1,1,37,0,0,0,0,0,11,47,2,13,143,0,4,,,Nebraska,College Stats
6,177,LAR,Temarrick Hemingway\HemiTe00,TE,23,2016,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina St.,
6,178,KAN,D.J. White\WhitD.00,CB,22,2017,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,13,1,,Georgia Tech,College Stats
6,179,SDG,Drew Kaser\KaseDr00,P,23,2018,0,0,2,6,6,36,0,0,0,0,0,1,0,0,0,0,0,,,,Texas A&M,College Stats
6,180,MIN,Moritz Boehringer\BoehMo00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,,
6,181,JAX,Tyrone Holmes\HolmTy01,OLB,22,2017,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,Montana,
6,182,BAL,Keenan Reynolds\ReynKe00,RB,22,2018,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Navy,College Stats
6,183,TAM,Devante Bond\BondDe00,OLB,23,2018,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,10,,,Oklahoma,College Stats
6,184,NYG,Jerell Adams\AdamJe01,TE,23,2017,0,0,0,2,2,29,0,0,0,0,0,0,0,0,24,214,1,,,,South Carolina,College Stats
6,185,CHI,DeAndre Houston-Carson\HousDe00,S,23,2018,0,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,4,,,William & Mary,
6,186,MIA,Jakeem Grant\GranJa00,WR,23,2018,0,0,0,3,3,42,0,0,0,0,0,5,18,0,34,471,4,,,,Texas Tech,College Stats
6,187,WAS,Nate Sudfeld\SudfNa00,QB,22,2017,0,0,0,1,,1,19,23,134,0,0,1,22,0,0,0,0,,,,Indiana,College Stats
6,188,MIN,David Morgan\MorgDa01,TE,23,2018,0,0,0,1,1,35,0,0,0,0,0,0,0,0,16,135,1,,,,Texas-San Antonio,College Stats
6,189,DAL,Anthony Brown\BrowAn02,CB,22,2018,0,0,3,8,8,42,0,0,0,0,0,0,0,0,0,0,0,109,3,1.0,Purdue,College Stats
6,190,LAR,Josh Forrest\ForrJo00,ILB,24,2017,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,3,,,Kentucky,College Stats
6,191,DET,Jake Rudock\RudoJa00,QB,23,2017,0,0,0,0,0,3,3,5,24,0,1,0,0,0,0,0,0,,,,Michigan,College Stats
6,192,BUF,Kolby Listenbee\ListKo00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,TCU,College Stats
6,193,TEN,Sebastian Tretola\TretSe00,G,24,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
6,194,OAK,Cory James\JameCo00,OLB,23,2017,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,73,,,Colorado St.,College Stats
6,195,ATL,Wes Schweitzer\SchwWe00,G,22,2018,0,0,2,9,9,26,0,0,0,0,0,0,0,0,0,0,0,,,,San Jose St.,College Stats
6,196,PHI,Blake Countess\CounBl00,CB,23,2018,0,0,0,3,,32,0,0,0,0,0,0,0,0,0,0,0,28,1,1.0,Auburn,College Stats
6,197,TAM,Dan Vitale\VitaDa00,FB,22,2017,0,0,0,0,,24,0,0,0,0,0,0,0,0,7,46,0,,,,Northwestern,College Stats
6,198,SDG,Derek Watt\WattDe00,FB,23,2018,0,0,0,1,1,42,0,0,0,0,0,11,31,0,6,118,0,1,,,Wisconsin,College Stats
6,199,CIN,Cody Core\CoreCo00,WR,22,2018,0,0,0,2,2,29,0,0,0,0,0,0,0,0,22,247,0,,,,Mississippi,College Stats
6,200,GNB,Kyle Murphy\MurpKy00,T,22,2017,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
6,201,JAX,Brandon Allen\AlleBr00,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,College Stats
6,202,DET,Anthony Zettel\ZettAn00,DT,24,2018,0,0,1,9,9,38,0,0,0,0,0,0,0,0,0,0,0,45,,7.5,Penn St.,College Stats
6,203,KAN,Dadi Nicolas\NicoDa00,DE,23,2016,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,College Stats
6,204,MIA,Jordan Lucas\LucaJo00,S,23,2018,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,21,1,1.0,Penn St.,College Stats
6,205,ARI,Harlan Miller\MillHa00,CB,22,2017,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,1,,SE Louisiana,
6,206,LAR,Mike Thomas\ThomMi04,WR,22,2018,0,0,0,1,1,24,0,0,0,0,0,0,0,0,8,130,0,,,,Southern Miss,College Stats
6,207,SFO,Jeff Driskel\DrisJe00,QB,23,2018,0,0,0,0,,3,6,7,84,0,0,3,40,1,0,0,0,,,,Louisiana Tech,College Stats
6,208,NWE,Kamu Grugier-Hill\GrugKa00,OLB,22,2018,0,0,1,2,,38,0,0,0,0,0,0,0,0,0,0,0,24,1,,East. Illinois,
6,209,BAL,Maurice Canady\CanaMa00,CB,22,2018,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,23,,,Virginia,College Stats
6,210,DET,Jimmy Landes\LandJi00,LS,24,,0,0,0,,,,,,,,,,,,,,,,,,Baylor,College Stats
6,211,SFO,Kelvin Taylor\TaylKe01,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats
6,212,DAL,Kavon Frazier\FrazKa00,S,22,2018,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,30,,1.0,Central Michigan,College Stats
6,213,SFO,Aaron Burbridge\BurbAa00,WR,22,2016,0,0,0,1,1,16,0,0,0,0,0,0,0,0,7,88,0,,,,Michigan St.,College Stats
6,214,NWE,Elandon Roberts\RobeEl00,ILB,22,2018,0,0,2,12,12,38,0,0,0,0,0,0,0,0,0,0,0,91,,3.0,Houston,College Stats
6,215,SEA,Joey Hunt\HuntJo00,C,22,2018,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,College Stats
6,216,DAL,Darius Jackson\JackDa01,RB,22,2018,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,East. Michigan,
6,217,DAL,Rico Gathers\GathRi00,TE,22,2018,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,46,0,,,,Baylor,
6,218,BUF,Kevon Seymour\SeymKe00,CB,22,2017,0,0,0,3,1,31,0,0,0,0,0,0,0,0,0,0,0,28,,,USC,College Stats
6,219,DEN,Will Parks\ParkWi01,S,22,2018,0,0,0,4,4,42,0,0,0,0,0,0,0,0,0,0,0,56,2,1.0,Arizona,
6,220,PIT,Travis Feeney\FeenTr00,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington,College Stats
6,221,NWE,Ted Karras\KarrTe00,G,23,2018,0,0,0,5,5,39,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,College Stats
7,222,TEN,Aaron Wallace\WallAa00,OLB,23,2018,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,UCLA,College Stats
7,223,MIA,Brandon Doughty\DougBr00,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,West. Kentucky,College Stats
7,224,SDG,Donavon Clark\ClarDo00,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.,College Stats
7,225,NWE,Devin Lucien\LuciDe00,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,College Stats
7,226,JAX,Jonathan Woodard\WoodJo00,DE,22,2018,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,Central Arkansas,
7,227,MIN,Stephen Weatherly\WeatSt00,OLB,22,2018,0,0,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,22,,3.0,Vanderbilt,College Stats
7,228,DEN,Riley Dixon\DixoRi00,P,23,2018,0,0,3,4,4,42,1,1,16,0,0,0,0,0,0,0,0,,,,Syracuse,College Stats
7,229,PIT,Demarcus Ayers\AyerDe00,WR,22,2016,0,0,0,0,0,2,0,0,0,0,0,2,-12,0,6,53,1,,,,Houston,College Stats
7,230,CHI,Daniel Braverman\BravDa00,WR,22,2016,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,West. Michigan,College Stats
7,231,MIA,Thomas Duarte\DuarTh00,TE,21,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats
7,232,WAS,Steven Daniels\DaniSt00,ILB,23,,0,0,0,,,,,,,,,,,,,,,,,,Boston Col.,College Stats
7,233,PHI,Jalen Mills\MillJa02,S,22,2018,0,0,2,9,9,39,0,0,0,0,0,0,0,0,0,0,0,138,3,,LSU,College Stats
7,234,OAK,Vadal Alexander\AlexVa00,G,22,2017,0,0,0,5,5,24,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats
7,235,NYJ,Lac Edwards\EdwaLa01,P,24,2018,0,0,3,3,3,42,1,1,31,0,0,1,0,0,0,0,0,,,,Sam Houston St.,
7,236,DET,Dwayne Washington\WashDw00,RB,22,2018,0,0,0,2,2,24,0,0,0,0,0,126,355,1,12,76,0,2,,,Washington,College Stats
7,237,NOR,Daniel Lasco\LascDa00,RB,23,2017,0,0,0,0,0,10,0,0,0,0,0,11,32,0,2,11,0,,,,California,College Stats
7,238,ATL,Devin Fuller\FullDe00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,College Stats
7,239,IND,Trevor Bates\BateTr00,LB,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,Maine,
7,240,PHI,Alex McCalister\McCaAl00,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats
7,241,NYJ,Charone Peake\PeakCh00,WR,23,2018,0,0,0,1,1,25,0,0,0,0,0,0,0,0,22,214,0,1,,,Clemson,College Stats
7,242,WAS,Keith Marshall\MarsKe00,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats
7,243,SEA,Kenny Lawler\LawlKe00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,California,College Stats
7,244,MIN,Jayron Kearse\KearJa00,S,22,2018,0,0,0,2,2,41,0,0,0,0,0,0,0,0,0,0,0,23,,0.5,Clemson,College Stats
7,245,CIN,Clayton Fejedelem\FejeCl00,S,23,2018,0,0,0,4,4,42,0,0,0,0,0,1,0,0,0,0,0,43,1,,Illinois,College Stats
7,246,PIT,Tyler Matakevich\MataTy00,OLB,23,2018,0,0,0,2,2,41,0,0,0,0,0,0,0,0,0,0,0,24,,,Temple,College Stats
7,247,SEA,Zac Brooks\BrooZa00,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Clemson,College Stats
7,248,IND,Austin Blythe\BlytAu00,C,24,2018,0,0,1,3,1,35,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
7,249,SFO,Prince Charles Iworah\IworPr00,CB,23,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,West. Kentucky,College Stats
7,250,CLE,Scooby Wright\WrigSc00,ILB,22,2017,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,1,,,Arizona,College Stats
7,251,PHI,Joe Walker\WalkJo01,ILB,23,2018,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,7,,,Oregon,College Stats
7,252,CAR,Beau Sandland\SandBe00,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Montana St.,
7,253,TEN,Kalan Reed\ReedKa00,CB,22,2017,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Southern Miss,College Stats
