,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
1,29,CHI,Gabe Carimi\CariGa00,T,23,2014,0,0,1,12,7,48,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin,College Stats
1,30,NYJ,Muhammad Wilkerson\WilkMu00,DT,21,2018,0,1,7,63,63,108,0,0,0,0,0,0,0,0,0,0,0,245,2,44.5,Temple,College Stats
1,31,PIT,Cameron Heyward\HeywCa01,DE,22,2018,1,1,5,42,42,112,0,0,0,0,0,0,0,0,0,0,0,199,,42.5,Ohio St.,College Stats
1,32,GNB,Derek Sherrod\SherDe00,T,22,2014,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi St.,
2,33,NWE,Ras-I Dowling\DowlRa00,DB,23,2014,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,8,,,Virginia,College Stats
2,34,BUF,Aaron Williams\WillAa00,DB,21,2016,0,0,2,18,18,59,0,0,0,0,0,0,0,0,0,0,0,183,7,,Texas,College Stats
2,35,CIN,Andy Dalton\DaltAn00,QB,23,2018,0,3,8,71,71,119,2433,3904,28000,187,103,360,1127,18,1,18,1,5,,,TCU,College Stats
2,36,SFO,Colin Kaepernick\KaepCo00,QB,23,2016,0,0,4,45,45,69,1011,1692,12271,72,30,375,2300,13,0,0,0,1,,,Nevada,College Stats
2,37,CLE,Jabaal Sheard\SheaJa00,DE,22,2018,0,0,6,40,26,115,0,0,0,0,0,0,0,0,0,0,0,232,,47.0,Pittsburgh,College Stats
2,38,ARI,Ryan Williams\WillRy00,RB,21,2014,0,0,0,1,1,5,0,0,0,0,0,58,164,0,7,44,0,,,,Virginia Tech,College Stats
2,39,TEN,Akeem Ayers\AyerAk00,LB,22,2017,0,0,4,29,17,97,0,0,0,0,0,0,0,0,0,0,0,218,4,15.5,UCLA,College Stats
2,40,DAL,Bruce Carter\CartBr00,LB,23,2018,0,0,3,18,15,97,0,0,0,0,0,0,0,0,0,0,0,231,5,5.0,North Carolina,College Stats
2,41,WAS,Jarvis Jenkins\JenkJa01,DT,23,2018,0,0,3,22,13,97,0,0,0,0,0,0,0,0,0,0,0,86,,7.0,Clemson,College Stats
2,42,HOU,Brooks Reed\ReedBr00,LB,24,2018,0,0,5,33,24,114,0,0,0,0,0,0,0,0,0,0,0,173,1,21.5,Arizona,College Stats
2,43,MIN,Kyle Rudolph\RudoKy00,TE,21,2018,0,2,8,26,26,106,0,0,0,0,0,0,0,0,358,3515,39,4,,,Notre Dame,College Stats
2,44,DET,Titus Young\YounTi00,WR,22,2012,0,0,2,8,8,26,0,0,0,0,0,4,31,0,81,990,10,2,,,Boise St.,College Stats
2,45,DEN,Rahim Moore\MoorRa00,DB,21,2015,0,0,3,20,18,64,0,0,0,0,0,0,0,0,0,0,0,181,9,1.0,UCLA,College Stats
2,46,DEN,Orlando Franklin\FranOr00,T,23,2017,0,0,6,40,31,90,0,0,0,0,0,0,0,0,0,0,0,4,,,Miami (FL),College Stats
2,47,STL,Lance Kendricks\KendLa00,TE,23,2018,0,0,7,15,13,119,0,0,0,0,0,1,-8,0,233,2438,19,6,,,Wisconsin,College Stats
2,48,OAK,Stefen Wisniewski\WisnSt01,C,22,2018,0,0,6,37,23,117,0,0,0,0,0,0,0,0,0,0,0,3,,,Penn St.,
2,49,IND,Ben Ijalana\IjalBe00,T,22,2017,0,0,1,7,0,34,0,0,0,0,0,0,0,0,0,0,0,,,,Villanova,
2,50,SDG,Marcus Gilchrist\GilcMa00,DB,22,2018,0,0,6,28,14,117,0,0,0,0,0,0,0,0,0,0,0,362,12,4.0,Clemson,College Stats
2,51,TAM,Da'Quan Bowers\BoweDa00,DE,21,2015,0,0,0,7,7,53,0,0,0,0,0,0,0,0,0,0,0,46,,7.0,Clemson,College Stats
2,52,NYG,Marvin Austin\AustMa00,DT,22,2014,0,0,0,2,1,26,0,0,0,0,0,0,0,0,0,0,0,17,,,North Carolina,College Stats
2,53,CHI,Stephen Paea\PaeaSt00,DT,23,2017,0,0,3,22,18,83,0,0,0,0,0,0,0,0,0,0,0,76,,14.0,Oregon St.,
2,54,PHI,Jaiquawn Jarrett\JarrJa00,DB,21,2015,0,0,0,5,1,47,0,0,0,0,0,0,0,0,0,0,0,61,2,1.5,Temple,College Stats
2,55,KAN,Rodney Hudson\HudsRo00,C,22,2018,0,2,6,37,15,106,0,0,0,0,0,0,0,0,0,0,0,3,,,Florida St.,
2,56,NWE,Shane Vereen\VereSh00,RB,22,2017,0,0,0,25,16,79,0,1,0,0,1,356,1489,8,221,1865,11,3,,,California,College Stats
2,57,DET,Mikel Leshoure\LeshMi00,RB,21,2013,0,0,1,5,5,17,0,0,0,0,0,217,807,9,34,214,0,1,,,Illinois,College Stats
2,58,BAL,Torrey Smith\SmitTo02,WR,22,2018,0,0,8,36,29,114,0,0,0,0,0,8,45,0,318,5122,41,6,,,Maryland,College Stats
2,59,CLE,Greg Little\LittGr00,WR,22,2014,0,0,3,13,12,54,0,0,0,0,0,5,30,0,161,1890,8,9,,,North Carolina,College Stats
2,60,HOU,Brandon Harris\HarrBr00,DB,21,2014,0,0,0,3,2,42,0,0,0,0,0,0,0,0,0,0,0,38,,,Miami (FL),College Stats
2,61,SDG,Jonas Mouton\MoutJo00,LB,23,2012,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan,College Stats
2,62,MIA,Daniel Thomas\ThomDa03,RB,23,2014,0,0,0,11,11,52,0,0,0,0,0,409,1480,10,55,412,3,4,,,Kansas St.,College Stats
2,63,PIT,Marcus Gilbert\GilbMa00,T,23,2018,0,0,6,36,36,88,0,0,0,0,0,0,0,0,0,0,0,4,,,Florida,College Stats
2,64,GNB,Randall Cobb\CobbRa00,WR,21,2018,0,1,4,52,52,101,1,2,10,0,0,59,352,0,458,5399,40,5,,,Kentucky,College Stats
3,65,CAR,Terrell McClain\McClTe00,DT,23,2018,0,0,3,14,4,84,0,0,0,0,0,0,0,0,0,0,0,82,,6.5,South Florida,College Stats
3,66,CIN,Dontay Moch\MochDo00,LB,23,2014,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,,1.0,Nevada,College Stats
3,67,DEN,Nate Irving\IrviNa00,LB,23,2015,0,0,1,9,9,62,0,0,0,0,0,0,0,0,0,0,0,78,,3.0,North Carolina St.,
3,68,BUF,Kelvin Sheppard\ShepKe00,LB,23,2018,0,0,4,26,8,101,0,0,0,0,0,0,0,0,0,0,0,273,2,3.0,LSU,College Stats
3,69,ARI,Rob Housler\HousRo01,TE,23,2015,0,0,2,9,9,65,0,0,0,0,0,1,1,0,109,1166,1,8,,,Florida Atlantic,College Stats
3,70,KAN,Justin Houston\HousJu00,LB,22,2018,1,4,6,54,54,97,0,0,0,0,0,0,0,0,0,0,0,302,4,73.5,Georgia,College Stats
3,71,DAL,DeMarco Murray\MurrDe00,RB,23,2017,1,3,6,62,42,99,1,2,10,1,0,1604,7174,49,307,2165,6,5,,,Oklahoma,College Stats
3,72,NOR,Martez Wilson\WilsMa01,LB,22,2013,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,25,,5.0,Illinois,College Stats
3,73,NWE,Stevan Ridley\RidlSt00,RB,22,2018,0,0,1,24,23,71,0,0,0,0,0,732,3078,23,30,162,0,1,,,LSU,College Stats
3,74,NWE,Ryan Mallett\MallRy00,QB,23,2017,0,0,0,4,0,21,190,345,1835,9,10,28,-5,1,0,0,0,,,,Arkansas,College Stats
3,75,SEA,John Moffitt\MoffJo00,G,24,2013,0,0,1,7,7,19,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,
3,76,JAX,Will Rackley\RackWi01,G,21,2014,0,0,2,8,8,26,0,0,0,0,0,0,0,0,0,0,0,5,,,Lehigh,
3,77,TEN,Jurrell Casey\CaseJu00,DT,21,2018,0,3,8,55,55,120,0,0,0,0,0,0,0,0,0,0,0,289,,42.5,USC,College Stats
3,78,STL,Austin Pettis\PettAu00,WR,23,2014,0,0,0,8,8,51,0,0,0,0,0,1,-6,0,107,1034,9,5,,,Boise St.,College Stats
3,79,WAS,Leonard Hankerson\HankLe00,WR,23,2015,0,0,0,11,8,41,0,0,0,0,0,2,5,0,107,1408,9,,,,Miami (FL),College Stats
3,80,SFO,Chris Culliver\CullCh00,DB,23,2015,0,0,1,13,11,52,0,0,0,0,0,0,0,0,0,0,0,124,7,,South Carolina,College Stats
3,81,OAK,DeMarcus Van Dyke\VanDDe00,DB,22,2014,0,0,0,3,2,25,0,0,0,0,0,0,0,0,0,0,0,14,1,,Miami (FL),College Stats
3,82,SDG,Vincent Brown\BrowVi00,WR,22,2015,0,0,1,9,8,38,0,0,0,0,0,0,0,0,73,941,3,2,,,San Diego St.,College Stats
3,83,NYG,Jerrel Jernigan\JernJe00,WR,22,2014,0,0,0,2,2,34,0,0,0,0,0,4,61,1,38,391,2,3,,,Troy,College Stats
3,84,TAM,Mason Foster\FostMa00,LB,22,2018,0,0,6,32,21,101,0,0,0,0,0,0,0,0,0,0,0,434,7,7.5,Washington,
3,85,BAL,Jah Reid\ReidJa00,T,23,2016,0,0,1,11,6,61,0,0,0,0,0,0,0,0,0,0,0,,,,Central Florida,
3,86,KAN,Allen Bailey\BailAl00,DE,22,2018,0,0,4,23,23,97,0,0,0,0,0,0,0,0,0,0,0,130,,19.5,Miami (FL),College Stats
3,87,IND,Drake Nevis\NeviDr00,DT,22,2013,0,0,0,4,3,26,0,0,0,0,0,0,0,0,0,0,0,27,,1.0,LSU,College Stats
3,88,NOR,Johnny Patrick\PatrJo00,DB,23,2013,0,0,0,4,2,37,0,0,0,0,0,0,0,0,0,0,0,62,1,1.5,Louisville,College Stats
3,89,SDG,Shareece Wright\WrigSh00,DB,24,2018,0,0,2,16,10,86,0,0,0,0,0,0,0,0,0,0,0,257,2,,USC,College Stats
3,90,PHI,Curtis Marsh\MarsCu01,DB,23,2014,0,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,13,,,Utah St.,College Stats
3,91,ATL,Akeem Dent\DentAk00,LB,23,2016,0,0,1,17,9,90,0,0,0,0,0,0,0,0,0,0,0,116,,2.5,Georgia,College Stats
3,92,OAK,Joe Barksdale\BarkJo00,T,23,2018,0,0,5,34,1,101,0,0,0,0,0,0,0,0,0,0,0,3,,,LSU,College Stats
3,93,CHI,Chris Conte\ContCh00,DB,22,2018,0,0,7,28,17,104,0,0,0,0,0,0,0,0,0,0,0,363,14,,California,College Stats
3,94,NYJ,Kenrick Ellis\ElliKe01,DT,23,2015,0,0,0,9,9,56,0,0,0,0,0,0,0,0,0,0,0,34,,1.0,Hampton,
3,95,PIT,Curtis Brown\BrowCu01,DB,22,2013,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,41,,,Texas,College Stats
3,96,GNB,Alex Green\GreeAl00,RB,23,2013,0,0,0,5,5,29,0,0,0,0,0,149,510,0,21,139,0,3,,,Hawaii,College Stats
3,97,CAR,Sione Fua\FuaxSi00,DT,23,2014,0,0,1,5,4,40,0,0,0,0,0,0,0,0,0,0,0,15,,,Stanford,College Stats
4,98,CAR,Brandon Hogan\HogaBr00,DB,23,2011,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,West Virginia,College Stats
4,99,SEA,K.J. Wright\WrigK.00,LB,22,2018,0,1,7,54,54,110,0,0,0,0,0,0,0,0,0,0,0,476,2,11.5,Mississippi St.,
4,100,BUF,Da'Norris Searcy\SearDa00,DB,22,2018,0,0,2,24,11,109,0,0,0,0,0,0,0,0,0,0,0,236,8,4.5,North Carolina,College Stats
4,101,CIN,Clint Boling\BoliCl00,G,22,2018,0,0,7,37,37,105,0,0,0,0,0,0,0,0,0,0,0,4,,,Georgia,College Stats
4,102,CLE,Jordan Cameron\CameJo00,TE,23,2016,0,1,3,13,11,66,0,0,0,0,0,0,0,0,173,2046,14,1,,,USC,College Stats
4,103,ARI,Sam Acho\AchoSa00,DE,23,2018,0,0,3,30,19,102,0,0,0,0,0,0,0,0,0,0,0,167,3,17.0,Texas,
4,104,TAM,Luke Stocker\StocLu00,TE,23,2018,0,0,5,3,3,93,0,0,0,0,0,0,0,0,63,507,4,7,,,Tennessee,College Stats
4,105,WAS,Roy Helu\HeluRo00,RB,22,2015,0,0,0,13,13,57,0,0,0,0,0,272,1171,7,138,1227,4,8,,,Nebraska,College Stats
4,106,MIN,Christian Ballard\BallCh00,DT,22,2012,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,16,,1.0,Iowa,College Stats
4,107,SEA,Kris Durham\DurhKr00,WR,23,2014,0,0,1,5,0,27,0,0,0,0,0,0,0,0,55,699,3,2,,,Georgia,College Stats
4,108,DEN,Quinton Carter\CartQu01,DB,23,2014,0,0,1,5,5,30,0,0,0,0,0,0,0,0,0,0,0,64,,2.0,Oklahoma,College Stats
4,109,TEN,Colin McCarthy\McCaCo00,LB,22,2014,0,0,0,11,11,36,0,0,0,0,0,0,0,0,0,0,0,117,3,,Miami (FL),College Stats
4,110,DAL,David Arkin\ArkiDa00,G,23,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri State,
4,111,MIA,Clyde Gates\GateCl00,WR,25,2013,0,0,0,3,0,32,0,0,0,0,0,2,16,0,30,365,0,3,,,Abilene Christian,
4,112,STL,Greg Salas\SalaGr00,WR,23,2016,0,0,0,4,1,29,0,0,0,0,0,2,28,1,50,704,1,3,,,Hawaii,College Stats
4,113,OAK,Chimdi Chekwa\ChekCh00,DB,22,2016,0,0,0,2,2,35,0,0,0,0,0,0,0,0,1,22,0,46,,,Ohio St.,College Stats
4,114,JAX,Cecil Shorts\ShorCe00,WR,23,2016,0,0,3,19,14,70,3,3,53,2,0,11,43,0,229,2979,14,6,,,Mount Union,
4,115,SFO,Kendall Hunter\HuntKe00,RB,22,2015,0,0,0,11,11,45,0,0,0,0,0,263,1204,7,27,268,0,6,,,Oklahoma St.,College Stats
4,116,PHI,Casey Matthews\MattCa00,LB,22,2014,0,0,1,10,10,64,0,0,0,0,0,0,0,0,0,0,0,79,,2.5,Oregon,College Stats
4,117,NYG,James Brewer\BrewJa00,T,23,2014,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana,
4,118,KAN,Jalil Brown\BrowJa00,DB,23,2015,0,0,0,4,2,49,0,0,0,0,0,0,0,0,0,0,0,55,,,Colorado,College Stats
4,119,IND,Delone Carter\CartDe01,RB,24,2013,0,0,0,3,3,27,0,0,0,0,0,133,499,5,6,31,0,,,,Syracuse,College Stats
4,120,PHI,Alex Henery\HeneAl00,K,24,2014,0,0,3,8,9,50,0,0,0,0,0,0,0,0,0,0,0,4,,,Nebraska,College Stats
4,121,JAX,Chris Prosinski\ProsCh00,DB,24,2017,0,0,0,10,5,88,0,0,0,0,0,1,2,0,0,0,0,117,1,1.0,Wyoming,College Stats
4,122,BUF,Chris Hairston\HairCh00,T,22,2017,0,0,1,19,9,74,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats
4,123,BAL,Tandon Doss\DossTa00,WR,21,2014,0,0,0,4,4,35,0,0,0,0,0,0,0,0,26,428,1,1,,,Indiana,College Stats
4,124,CLE,Owen Marecic\MareOw00,RB,22,2012,0,0,0,0,0,24,0,0,0,0,0,4,8,0,5,31,0,3,,,Stanford,College Stats
4,125,OAK,Taiwan Jones\JoneTa00,RB,23,2018,0,0,0,3,3,80,0,0,0,0,0,44,183,0,18,251,1,34,,,East. Washington,
4,126,NYJ,Bilal Powell\PoweBi00,RB,22,2018,0,0,3,24,24,96,1,1,30,0,0,791,3446,15,204,1567,5,11,,,Louisville,College Stats
4,127,HOU,Roc Carmichael\CarmRo00,DB,22,2014,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,22,,,Virginia Tech,College Stats
4,128,PIT,Cortez Allen\AlleCo00,DB,22,2015,0,0,0,10,10,56,0,0,0,0,0,0,0,0,0,0,0,138,6,,The Citadel,
4,129,DEN,Julius Thomas\ThomJu00,TE,23,2017,0,2,4,21,13,71,0,0,0,0,0,0,0,0,226,2406,36,5,,,Portland St.,
4,130,TEN,Jamie Harper\HarpJa01,RB,21,2012,0,0,0,0,0,23,0,0,0,0,0,36,74,4,5,40,0,2,,,Clemson,College Stats
4,131,GNB,Davon House\HousDa00,DB,22,2018,0,0,2,16,9,87,0,0,0,0,0,0,0,0,0,0,0,184,7,3.0,New Mexico St.,College Stats
5,132,CAR,Kealoha Pilares\PilaKe00,WR,23,2012,0,0,0,1,1,20,0,0,0,0,0,1,17,0,2,42,1,5,,,Hawaii,College Stats
5,133,BUF,Johnny White\WhitJo01,RB,23,2012,0,0,0,0,0,19,0,0,0,0,0,20,72,0,1,-3,0,6,,,North Carolina,College Stats
5,134,CIN,Robert Sands\SandRo00,DB,21,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,College Stats
5,135,KAN,Ricky Stanzi\StanRi00,QB,24,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,
5,136,ARI,Anthony Sherman\SherAn00,RB,22,2018,0,0,1,5,1,119,0,0,0,0,0,20,54,1,61,506,3,38,,,Connecticut,College Stats
5,137,CLE,Buster Skrine\SkriBu00,DB,22,2018,0,0,4,28,14,117,0,0,0,0,0,0,0,0,0,0,0,367,9,3.5,Tenn-Chattanooga,
5,138,NWE,Marcus Cannon\CannMa00,T,23,2018,0,0,2,29,29,94,0,0,0,0,0,0,0,0,0,0,0,1,,,TCU,College Stats
5,139,MIN,Brandon Burton\BurtBr00,DB,22,2013,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,11,,,Southern Utah,College Stats
5,140,KAN,Gabe Miller\MillGa00,LB,23,2014,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,2,,,Oregon St.,College Stats
5,141,GNB,D.J. Williams\WillD.00,TE,22,2014,0,0,0,1,1,35,0,0,0,0,0,0,0,0,9,70,0,3,,,Arkansas,College Stats
5,142,TEN,Karl Klug\KlugKa00,DT,23,2017,0,0,0,13,13,109,0,0,0,0,0,0,0,0,1,9,0,87,,21.5,Iowa,College Stats
5,143,DAL,Josh Thomas\ThomJo01,DB,22,2015,0,0,0,7,0,52,0,0,0,0,0,0,0,0,0,0,0,54,1,,Buffalo,College Stats
5,144,HOU,Shiloh Keo\KeoxSh00,DB,23,2016,0,0,1,9,7,56,0,0,0,0,0,1,8,0,0,0,0,69,3,,Idaho,College Stats
5,145,ATL,Jacquizz Rodgers\RodgJa00,RB,21,2018,0,0,0,22,17,104,0,0,0,0,0,531,2015,8,199,1463,5,8,,,Oregon St.,College Stats
5,146,WAS,DeJon Gomes\GomeDe00,DB,21,2013,0,0,0,5,4,46,0,0,0,0,0,0,0,0,0,0,0,55,1,,Nebraska,College Stats
5,147,JAX,Rod Issac\IssaRo00,DB,22,2011,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Middle Tenn. St.,College Stats
5,148,OAK,Denarius Moore\MoorDe02,WR,22,2015,0,0,3,15,15,56,0,0,0,0,0,7,57,1,142,2169,17,7,,,Tennessee,College Stats
5,149,PHI,Dion Lewis\LewiDi00,RB,20,2018,0,0,1,21,2,64,0,0,0,0,0,451,2004,11,124,995,6,1,,,Pittsburgh,College Stats
5,150,CLE,Jason Pinkston\PinkJa00,T,24,2013,0,0,1,10,10,25,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,
5,151,TAM,Ahmad Black\BlacAh00,DB,21,2013,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,41,2,,Florida,College Stats
5,152,HOU,T.J. Yates\YateT.00,QB,24,2017,0,0,0,6,6,22,179,324,2057,10,11,28,107,1,0,0,0,2,,,North Carolina,College Stats
5,153,NYJ,Jeremy Kerley\KerlJe00,WR,22,2018,0,0,2,23,19,99,2,4,83,0,0,18,133,0,270,3116,13,4,,,TCU,College Stats
5,154,SEA,Richard Sherman\SherRi00,DB,23,2018,3,4,8,77,77,113,0,0,0,0,0,0,0,0,0,0,0,303,32,2.0,Stanford,College Stats
5,155,WAS,Niles Paul\PaulNi00,WR,22,2018,0,0,0,6,6,88,0,0,0,0,0,5,7,0,78,954,2,22,,,Nebraska,College Stats
5,156,SEA,Mark LeGree\LegrMa00,DB,22,,0,0,0,,,,,,,,,,,,,,,,,,Appalachian St.,
5,157,DET,Doug Hogue\HoguDo01,LB,22,2012,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,9,,,Syracuse,College Stats
5,158,STL,Jermale Hines\HineJe00,DB,23,2011,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,3,,,Ohio St.,College Stats
5,159,NWE,Lee Smith\SmitLe00,TE,23,2018,0,0,4,3,,101,0,0,0,0,0,0,0,0,51,348,4,4,,,Tennessee,College Stats
5,160,CHI,Nathan Enderle\EndeNa00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Idaho,College Stats
5,161,PHI,Julian Vandervelde\VandJu00,G,23,2015,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
5,162,PIT,Chris Carter\CartCh00,LB,22,2017,0,0,0,6,3,75,0,0,0,0,0,0,0,0,0,0,0,16,,,Fresno St.,College Stats
5,163,SFO,Daniel Kilgore\KilgDa00,G,23,2018,0,0,2,18,18,78,0,0,0,0,0,0,0,0,0,0,0,2,,,Appalachian St.,
5,164,BAL,Chykie Brown\BrowCh05,DB,24,2016,0,0,0,5,3,59,0,0,0,0,0,0,0,0,0,0,0,66,,,Texas,
5,165,BAL,Pernell McPhee\McPhPe00,DE,22,2018,0,0,1,19,9,104,0,0,0,0,0,0,0,0,0,0,0,142,1,31.0,Mississippi St.,College Stats
6,166,CAR,Lawrence Wilson\WilsLa01,LB,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Connecticut St.,College Stats
6,167,CIN,Ryan Whalen\WhalRy00,WR,22,2013,0,0,0,0,0,17,0,0,0,0,0,0,0,0,11,80,0,2,,,Stanford,College Stats
6,168,MIN,Demarcus Love\LoveDe00,OL,23,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
6,169,BUF,Chris White\WhitCh03,LB,22,2014,0,0,0,4,2,51,0,0,0,0,0,0,0,0,0,0,0,29,,,Mississippi St.,College Stats
6,170,MIN,Mistral Raymond\RaymMi00,DB,24,2014,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,34,1,,South Florida,College Stats
6,171,ARI,Quan Sturdivant\SturQu00,LB,22,2012,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats
