,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
1,1,TAM,Jameis Winston\WinsJa00,QB,21,2018,0,1,3,33,33,50,1047,1708,13016,77,55,164,638,9,0,0,0,,,,Florida St.,College Stats
1,2,TEN,Marcus Mariota\MariMa01,QB,21,2018,0,0,4,33,33,51,933,1490,11059,65,40,201,1168,11,2,62,1,,,,Oregon,College Stats
1,3,JAX,Dante Fowler\FowlDa00,OLB,21,2018,0,0,0,6,6,42,0,0,0,0,0,0,0,0,0,0,0,52,,15.0,Florida,College Stats
1,4,OAK,Amari Cooper\CoopAm00,WR,21,2018,0,2,4,24,24,55,0,0,0,0,0,6,10,0,239,3352,20,,,,Alabama,College Stats
1,5,WAS,Brandon Scherff\ScheBr00,T,23,2018,0,2,4,26,26,54,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
1,6,NYJ,Leonard Williams\WillLe02,DE,21,2018,0,1,4,26,26,58,0,0,0,0,0,0,0,0,0,0,0,102,1,15.0,USC,College Stats
1,7,CHI,Kevin White\WhitKe00,WR,23,2018,0,0,0,1,1,12,0,0,0,0,0,1,9,0,24,263,0,,,,West Virginia,College Stats
1,8,ATL,Vic Beasley\BeasVi00,OLB,23,2018,1,1,4,22,22,56,0,0,0,0,0,0,0,0,0,0,0,83,1,27.5,Clemson,College Stats
1,9,NYG,Ereck Flowers\FlowEr00,T,21,2018,0,0,3,20,20,54,0,0,0,0,0,0,0,0,1,-11,0,,,,Miami (FL),College Stats
1,10,STL,Todd Gurley\GurlTo01,RB,21,2018,1,2,4,30,30,55,0,0,0,0,0,996,4339,42,171,1744,10,,,,Georgia,College Stats
1,11,MIN,Trae Waynes\WaynTr00,CB,23,2018,0,0,2,10,10,55,0,0,0,0,0,0,0,0,0,0,0,141,6,1.0,Michigan St.,College Stats
1,12,CLE,Danny Shelton\ShelDa01,NT,22,2018,0,0,3,16,16,56,0,0,0,0,0,0,0,0,0,0,0,81,,1.5,Washington,College Stats
1,13,NOR,Andrus Peat\PeatAn00,T,21,2018,0,0,3,24,24,49,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
1,14,MIA,DeVante Parker\ParkDe01,WR,22,2018,0,0,2,13,13,48,0,0,0,0,0,0,0,0,153,2133,8,,,,Louisville,College Stats
1,15,SDG,Melvin Gordon\GordMe00,RB,22,2018,0,1,4,24,24,52,0,0,0,0,0,865,3484,25,174,1535,10,,,,Wisconsin,College Stats
1,16,HOU,Kevin Johnson\JohnKe04,CB,23,2018,0,0,0,9,9,35,0,0,0,0,0,0,0,0,0,0,0,101,1,,Wake Forest,College Stats
1,17,SFO,Arik Armstead\ArmsAr01,DT,21,2018,0,0,1,5,5,40,0,0,0,0,0,0,0,0,0,0,0,57,,9.0,Oregon,College Stats
1,18,KAN,Marcus Peters\PeteMa00,CB,22,2018,1,2,4,28,28,56,0,0,0,0,0,0,0,0,0,0,0,151,21,,Washington,College Stats
1,19,CLE,Cameron Erving\ErviCa00,C,23,2018,0,0,2,10,7,53,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
1,20,PHI,Nelson Agholor\AghoNe00,WR,22,2018,0,0,4,13,13,54,1,1,15,0,0,9,53,0,167,1871,12,,,,USC,College Stats
1,21,CIN,Cedric Ogbuehi\OgbuCe00,T,23,2018,0,0,2,13,13,34,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats
1,22,PIT,Bud Dupree\DuprAl00,OLB,22,2018,0,0,2,12,12,48,0,0,0,0,0,0,0,0,0,0,0,87,1,19.0,Kentucky,College Stats
1,23,DEN,Shane Ray\RayxSh00,DE,22,2018,0,0,1,11,11,46,0,0,0,0,0,0,0,0,0,0,0,63,,14.0,Missouri,College Stats
1,24,ARI,D.J. Humphries\HumpD.00,T,21,2018,0,0,2,9,9,27,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
1,25,CAR,Shaq Thompson\ThomSh01,OLB,21,2018,0,0,4,16,16,52,0,0,0,0,0,0,0,0,0,0,0,146,1,5.0,Washington,College Stats
1,26,BAL,Breshad Perriman\PerrBr02,WR,21,2018,0,0,0,4,4,31,0,0,0,0,0,3,11,0,48,651,3,,,,Central Florida,College Stats
