,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,
3,81,WAS,Fabian Moreau\MoreFa00,CB,23,2018,0,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,28,,,UCLA,College Stats
3,82,DEN,Carlos Henderson\HendCa01,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech,College Stats
3,83,NWE,Derek Rivers\RiveDe00,DE,23,2018,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Youngstown St.,
3,84,TAM,Chris Godwin\GodwCh00,WR,21,2018,0,0,0,4,4,26,0,0,0,0,0,0,0,0,74,1058,5,1,,,Penn St.,College Stats
3,85,NWE,Antonio Garcia\GarcAn00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Troy,College Stats
3,86,KAN,Kareem Hunt\HuntKa00,RB,22,2018,0,1,2,15,15,27,0,0,0,0,0,453,2151,15,79,833,10,,,,Toledo,College Stats
3,87,NYG,Davis Webb\WebbDa00,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,California,College Stats
3,88,OAK,Eddie Vanderdoes\VandEd00,DT,22,2017,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,13,,,UCLA,College Stats
3,89,HOU,D'Onta Foreman\ForeDO00,RB,21,2017,0,0,0,3,3,10,0,0,0,0,0,78,327,2,6,83,0,,,,Texas,College Stats
3,90,SEA,Shaquill Griffin\GrifSh00,DB,22,2018,0,0,2,4,4,25,0,0,0,0,0,0,0,0,0,0,0,79,3,1.0,Central Florida,
3,91,LAR,John Johnson\JohnJo10,S,21,2018,0,0,2,5,5,27,0,0,0,0,0,0,0,0,0,0,0,101,4,,Boston Col.,College Stats
3,92,DAL,Jourdan Lewis\LewiJo01,CB,22,2018,0,0,0,3,3,24,0,0,0,0,0,2,12,0,0,0,0,51,1,,Michigan,College Stats
3,93,GNB,Montravius Adams\AdamMo00,DT,22,2018,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,,1.0,Auburn,College Stats
3,94,PIT,Cameron Sutton\SuttCa00,CB,22,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,22,1,,Tennessee,College Stats
3,95,SEA,Delano Hill\HillDe02,S,21,2018,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,7,,,Michigan,College Stats
3,96,DET,Kenny Golladay\GollKe00,WR,23,2018,0,0,1,4,4,21,0,0,0,0,0,2,17,0,75,1191,8,,,,Northern Illinois,College Stats
3,97,MIA,Cordrea Tankersley\TankCo00,CB,23,2018,0,0,1,3,3,17,0,0,0,0,0,0,0,0,0,0,0,26,,,Clemson,College Stats
3,98,ARI,Chad Williams\WillCh05,WR,22,2018,0,0,1,0,0,14,0,0,0,0,0,2,33,0,14,144,1,,,,Grambling St.,
3,99,PHI,Rasul Douglas\DougRa00,CB,22,2018,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,32,3,,West Virginia,College Stats
3,100,TEN,Jonnu Smith\SmitJo01,TE,22,2018,0,0,2,1,1,26,0,0,0,0,0,0,0,0,34,323,4,,,,Florida International,College Stats
3,101,DEN,Brendan Langley\LangBr00,CB,22,2017,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,,Lamar,
3,102,SEA,Nazair Jones\JoneNa00,DT,22,2018,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,1,2.0,North Carolina,College Stats
3,103,NOR,Trey Hendrickson\HendTr00,OLB,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,9,,2.0,Florida Atlantic,College Stats
3,104,SFO,C.J. Beathard\BeatC.00,QB,23,2018,0,0,1,4,4,13,225,393,2682,12,13,45,205,4,0,0,0,,,,Iowa,College Stats
3,105,PIT,James Conner\ConnJa00,RB,22,2018,0,0,1,1,1,24,0,0,0,0,0,205,940,10,45,411,1,,,,Pittsburgh,College Stats
3,106,SEA,Amara Darboh\DarbAm00,WR,23,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,8,71,0,,,,Michigan,College Stats
3,107,TAM,Kendell Beckwith\BeckKe00,ILB,22,2017,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1.0,LSU,College Stats
4,108,GNB,Vince Biegel\BiegVi00,LB,24,2018,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,9,,,Wisconsin,College Stats
4,109,MIN,Jaleel Johnson\JohnJa09,DT,23,2018,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,Iowa,College Stats
4,110,JAX,Dede Westbrook\WestDe00,WR,23,2018,0,0,1,3,3,17,0,0,0,0,0,5,27,0,67,823,4,,,,Oklahoma,College Stats
4,111,SEA,Tedric Thompson\ThomTe00,S,22,2018,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,27,1,,Colorado,College Stats
4,112,CHI,Eddie Jackson\JackEd01,S,24,2018,0,0,2,7,7,26,0,0,0,0,0,0,0,0,0,0,0,83,5,1.0,Alabama,College Stats
4,113,LAC,Rayshawn Jenkins\JenkRa00,S,23,2018,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,11,,0.5,Miami (FL),College Stats
4,114,WAS,Samaje Perine\PeriSa00,RB,21,2018,0,0,1,5,5,20,0,0,0,0,0,180,628,1,25,187,1,,,,Oklahoma,College Stats
4,115,ARI,Dorian Johnson\JohnDo03,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats
4,116,CIN,Carl Lawson\LawsCa00,OLB,22,2018,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,14,,9.5,Auburn,College Stats
4,117,LAR,Josh Reynolds\ReynJo00,WR,22,2018,0,0,0,1,1,27,0,0,0,0,0,2,8,0,24,282,4,1,,,Texas A&M,College Stats
4,118,PHI,Mack Hollins\HollMa00,WR,23,2017,0,0,0,2,2,16,0,0,0,0,0,0,0,0,16,226,1,,,,North Carolina,College Stats
4,119,CHI,Tarik Cohen\CoheTa00,RB,22,2018,0,0,1,6,6,26,1,2,21,1,0,150,641,4,93,811,4,,,,North Carolina A&T,
4,120,MIN,Ben Gedeon\GedeBe00,ILB,22,2018,0,0,1,8,8,26,0,0,0,0,0,0,0,0,0,0,0,28,,,Michigan,College Stats
4,121,SFO,Joe Williams\WillJo12,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Utah,College Stats
4,122,BAL,Nico Siragusa\SiraNi00,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
4,123,WAS,Montae Nicholson\NichMo00,S,21,2018,0,0,1,3,3,18,0,0,0,0,0,0,0,0,0,0,0,45,1,,Michigan St.,College Stats
4,124,DET,Jalen Reeves-Maybin\ReevJa00,LB,22,2018,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,28,,0.5,Tennessee,College Stats
4,125,LAR,Samson Ebukam\EbukSa00,OLB,22,2018,0,0,1,2,2,27,0,0,0,0,0,0,0,0,0,0,0,40,1,5.0,East. Washington,
4,126,CLE,Howard Wilson\WilsHo00,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Houston,College Stats
4,127,DET,Michael Roberts\RobeMi01,TE,23,2018,0,0,0,0,0,21,0,0,0,0,0,0,0,0,10,130,3,,,,Toledo,College Stats
4,128,CIN,Josh Malone\MaloJo00,WR,21,2018,0,0,0,1,1,18,0,0,0,0,0,2,2,0,7,75,1,,,,Tennessee,College Stats
4,129,OAK,David Sharpe\SharDa02,T,21,2018,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
4,130,HOU,Julie'n Davenport\DaveJu00,T,22,2018,0,0,1,2,2,21,0,0,0,0,0,0,0,0,0,0,0,,,,Bucknell,
4,131,NWE,Deatrich Wise\WiseDe00,DE,23,2018,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,28,,8.5,Arkansas,College Stats
4,132,PHI,Donnel Pumphrey\PumpDo00,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
4,133,DAL,Ryan Switzer\SwitRy00,WR,22,2018,0,0,0,1,1,26,0,0,0,0,0,8,19,0,27,188,1,,,,North Carolina,College Stats
4,134,GNB,Jamaal Williams\WillJa06,RB,22,2018,0,0,1,7,7,26,0,0,0,0,0,227,831,5,35,339,2,,,,BYU,College Stats
4,135,PIT,Joshua Dobbs\DobbJo00,QB,22,2018,0,0,0,0,0,4,2,3,19,0,0,2,-4,0,0,0,0,,,,Tennessee,College Stats
4,136,ATL,Sean Harlow\HarlSe00,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,College Stats
4,137,IND,Zach Banner\BannZa00,T,23,2017,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
4,138,CIN,Ryan Glasgow\GlasRy00,DT,23,2018,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,18,,,Michigan,College Stats
4,139,KAN,Jehu Chesson\ChesJe00,WR,23,2018,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,18,0,1,,,Michigan,College Stats
4,140,NYG,Wayne Gallman\GallWa00,RB,22,2018,0,0,0,4,4,23,0,0,0,0,0,130,538,0,44,279,1,,,,Clemson,College Stats
4,141,NYJ,Chad Hansen\HansCh00,WR,22,2017,0,0,0,1,1,15,0,0,0,0,0,0,0,0,9,94,0,,,,California,College Stats
4,142,HOU,Carlos Watkins\WatkCa00,DT,23,2018,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,9,,,Clemson,College Stats
4,143,IND,Marlon Mack\MackMa00,RB,21,2018,0,0,1,4,4,20,0,0,0,0,0,187,829,7,30,298,2,,,,South Florida,College Stats
4,144,IND,Grover Stewart\StewGr00,DT,23,2018,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,19,,,Albany State (GA),
5,145,DEN,Jake Butt\ButtJa00,TE,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,85,0,,,,Michigan,College Stats
5,146,SFO,George Kittle\KittGe00,TE,23,2018,0,0,1,4,4,25,0,0,0,0,0,0,0,0,93,1290,5,,,,Iowa,College Stats
5,147,CHI,Jordan Morgan\MorgJo02,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Kutztown Pennsylvania,
5,148,JAX,Blair Brown\BrowBl00,LB,23,2018,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,9,,0.5,Ohio,College Stats
5,149,ATL,Damontae Kazee\KazeDa00,CB,24,2018,0,0,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,48,5,,San Diego St.,College Stats
5,150,NYJ,Jordan Leggett\LeggJo00,TE,22,2018,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,35,1,,,,Clemson,College Stats
5,151,LAC,Desmond King\KingDe01,S,22,2018,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,86,4,4.0,Iowa,College Stats
5,152,CAR,Corn Elder\EldeCo00,CB,22,2018,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Miami (FL),College Stats
5,153,CIN,Jake Elliott\ElliJa03,K,22,2018,0,0,2,3,,25,0,0,0,0,0,0,0,0,0,0,0,,,,Memphis,College Stats
5,154,WAS,Jeremy Sprinkle\SpriJe00,TE,23,2018,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,13,1,,,,Arkansas,College Stats
5,155,TEN,Jayon Brown\BrowJa06,LB,22,2018,0,0,1,2,2,26,0,0,0,0,0,0,0,0,0,0,0,79,,6.0,UCLA,College Stats
5,156,ATL,Brian Hill\HillBr02,RB,21,2018,0,0,0,1,0,11,0,0,0,0,0,11,37,0,2,36,0,,,,Wyoming,College Stats
5,157,ARI,Will Holden\HoldWi00,T,23,2017,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt,College Stats
5,158,IND,Nate Hairston\HairNa00,CB,23,2018,0,0,1,2,2,21,0,0,0,0,0,0,0,0,0,0,0,50,1,2.0,Temple,College Stats
5,159,BAL,Jermaine Eluemunor\ElueJe00,G,22,2018,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats
5,160,CLE,Roderick Johnson\JohnRo06,T,21,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats
5,161,IND,Anthony Walker\WalkAn01,LB,22,2018,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,52,1,1.0,Northwestern,College Stats
5,162,TAM,Jeremy McNichols\McNiJe00,RB,21,2018,0,0,0,0,,3,0,0,0,0,0,2,4,0,0,0,0,,,,Boise St.,College Stats
5,163,BUF,Matt Milano\MilaMa00,LB,23,2018,0,0,1,4,4,26,0,0,0,0,0,0,0,0,0,0,0,68,3,1.0,Boston Col.,College Stats
5,164,MIA,Isaac Asiata\AsiaIs00,G,24,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
5,165,DET,Jamal Agnew\AgneJa00,CB,22,2018,1,0,0,8,8,18,0,0,0,0,0,3,26,0,2,18,0,12,,,San Diego,
5,166,PHI,Shelton Gibson\GibsSh00,WR,22,2018,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,59,0,1,,,West Virginia,College Stats
5,167,NYG,Avery Moss\MossAv00,DE,22,2017,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Youngstown St.,
5,168,OAK,Marquel Lee\LeexMa01,LB,21,2018,0,0,1,3,3,23,0,0,0,0,0,0,0,0,0,0,0,43,,,Wake Forest,College Stats
5,169,HOU,Treston Decoud\DecoTr00,S,24,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,6,,,Oregon St.,College Stats
5,170,MIN,Rodney Adams\AdamRo01,WR,22,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida,College Stats
5,171,BUF,Nathan Peterman\PeteNa00,QB,23,2018,0,0,0,1,1,8,68,130,548,3,12,17,73,1,0,0,0,,,,Pittsburgh,College Stats
5,172,DEN,Isaiah McKenzie\McKeIs00,WR,22,2018,0,0,0,0,0,13,0,0,0,0,0,4,36,0,5,43,0,,,,Georgia,College Stats
5,173,PIT,Brian Allen\AlleBr01,DB,23,2018,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,,,Utah,College Stats
